Mineral_Name,Mineral_Name_plain,Mineral_Name_(HTML),Structural_Groupname,Valence_Elements,Oldest_Known_Age_Ma,Fe_AMCSD,Co_AMCSD,Cu_AMCSD,Mn_AMCSD,Mo_AMCSD,Ni_AMCSD,V_AMCSD,W_AMCSD,Zn_AMCSD,Retrieved(Y/N)
,Sonolite,Sonolite,Humite,Mn^2+ Si O H,1898,NA,,,,,,,,,
,Jerrygibbsite,Jerrygibbsite,Humite,Mn^2+ Si O H,1349,NA,,,,,,,,,
,Ribbeite,Ribbeite,Humite,Mn^2+ Si O H,1349,NA,,,,,,,,,
,Hureaulite,Hureaulite,Hureaulite,Mn^2+ P^5+ O H,2840,NA,,,,,,,,,
,Nyholmite,Nyholmite,Hureaulite,Cd^2+ Zn^2+ As^5+ O H,1861,NA,,,,,,,,,
,Miguelromeroite,Miguelromeroite,Hureaulite,Mn^2+ As^5+ O H,1180,NA,,,,,,,,,
,Stichtite,Stichtite,Hydrotalcite,Mg Cr^3+ C O H,3640,NA,,,,,,,,,
Iowaite,Iowaite,Iowaite,Hydrotalcite,Mg Fe^3+ O H Cl,2742,,NA,NA,NA,NA,NA,NA,NA,NA,
Pyroaurite,Pyroaurite,Pyroaurite,Hydrotalcite,Mg Fe^3+ C O H,2742,,NA,NA,NA,NA,NA,NA,NA,NA,
,Woodallite,Woodallite,Hydrotalcite,Mg Cr^3+ O H Cl^1-,2742,NA,,,,,,,,,
Coalingite,Coalingite,Coalingite,Hydrotalcite,Mg Fe^3+ C O H,2710,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Takovite,Takovite,Hydrotalcite,Ni^2+ Al C^4+ O H,2710,NA,,,,,,,,,
,Shigaite,Shigaite,Hydrotalcite,Na Al Mn^2+ S O H,2400,NA,,,,,,,,,
Fougèrite,Fougerite,Foug&#232;rite,Hydrotalcite,Fe^2+ Fe^3+ O H C,599,,NA,NA,NA,NA,NA,NA,NA,NA,
,Jamborite,Jamborite,Hydrotalcite,Ni^2+ Co^3+ O H S^6+,427,NA,,,,,,,,,
,Cualstibite,Cualstibite,Hydrotalcite,Cu^2+ Al Sb^5+ O H,387,NA,,,,,,,,,
,Zincowoodwardite,Zincowoodwardite,Hydrotalcite,Zn^2+ Al O H S^6+,354,NA,,,,,,,,,
,Zaccagnaite,Zaccagnaite,Hydrotalcite,Zn^2+ Al C O H,201,NA,,,,,,,,,
Omsite,Omsite,Omsite,Hydrotalcite,Ni^2+ Fe^3+ O H Sb^5+,20.2,,NA,NA,NA,NA,,NA,NA,NA,
Nikischerite,Nikischerite,Nikischerite,Hydrotalcite,Na Fe^2+ Al S O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Zincalstibite,Zincalstibite,Hydrotalcite,Zn^2+ Al Sb^5+ O H,,NA,,,,,,,,,
Ilvaite,Ilvaite,Ilvaite,Ilvaite,Ca Fe^2+ Fe^3+ O Si H,2698,,NA,NA,NA,NA,NA,NA,NA,NA,
Manganilvaite,Manganilvaite,Manganilvaite,Ilvaite,Ca Fe^2+ Fe^3+ Mn^2+ Si O H,270,,NA,NA,,NA,NA,NA,NA,NA,
,Hemihedrite,Hemihedrite,Iranite,Pb^2+ Zn^2+ Cr^6+ O Si H,1450.025,NA,,,,,,,,,
,Iranite,Iranite,Iranite,Pb^2+ Cu^2+ Cr^6+ O Si H,1450.025,NA,,,,,,,,,
Jahnsite-(NaFeMg),Jahnsite-(NaFeMg),Jahnsite-(NaFeMg),Jahnsite,Na Fe^3+ Mg P^5+ O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Jahnsite-(CaMnMg),Jahnsite-(CaMnMg),Jahnsite-(CaMnMg),Jahnsite,Ca Mn^2+ Mg Fe^3+ P^5+ O H,1702,,NA,NA,,NA,NA,NA,NA,NA,
,Whiteite-(CaMnMn),Whiteite-(CaMnMn),Jahnsite,Ca Mn^2+ Al P^5+ O H,561,NA,,,,,,,,,
Jeppeite,Jeppeite,Jeppeite,Jeppeite,K Ba Ti^4+ Fe^3+ O,109,,NA,NA,NA,NA,NA,NA,NA,NA,
Joaquinite-(Ce),Joaquinite-(Ce),Joaquinite-(Ce),Joaquinite,Na Ba Fe^2+ Ti^4+ Ce^3+ Si O H,1600,,NA,NA,NA,NA,NA,NA,NA,NA,
,Byelorussite-(Ce),Byelorussite-(Ce),Joaquinite,Na Ba Ce^3+ Mn^2+ Ti^4+ Si O F H,,NA,,,,,,,,,
Strontio-orthojoaquinite,Strontio-orthojoaquinite,Strontio-orthojoaquinite,Joaquinite,Na Sr Fe^3+ Ti^4+ Si O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Johannite,Johannite,Johannite,Cu^2+ U^6+ O S^6+ H,1840,NA,,,,,,,,,
Bismutoferrite,Bismutoferrite,Bismutoferrite,Kaolinite,Fe^3+ Bi Si O H,2222.9,15576,NA,NA,NA,NA,NA,NA,NA,NA,N
,Katoptrite,Katoptrite,Katoptrite,Mn^2+ Al Sb^5+ O Si,1898,NA,,,,,,,,,
,Yeatmanite,Yeatmanite,Katoptrite,Zn^2+ Mn^2+ Sb^5+ O Si,1800,NA,,,,,,,,,
Szomolnokite,Szomolnokite,Szomolnokite,Kieserite,Fe^2+ S^6+ O H,2715,,NA,NA,NA,NA,NA,NA,NA,NA,
,Cobaltkieserite,Cobaltkieserite,Kieserite,Co^2+ S^6+ O H,1910,NA,,,,,,,,,
,Gunningite,Gunningite,Kieserite,Zn^2+ S^6+ O H,1861,NA,,,,,,,,,
,Serrabrancaite,Serrabrancaite,Kieserite,Mn^3+ P^5+ O H,950,NA,,,,,,,,,
,Szmikite,Szmikite,Kieserite,Mn^2+ S O H,408,NA,,,,,,,,,
,Dwornikite,Dwornikite,Kieserite,Ni^2+ S^6+ O H,405,NA,,,,,,,,,
,Alumoklyuchevskite,Alumoklyuchevskite,Klyuchevskite,K Cu^2+ Al O S,3.60E-05,NA,,,,,,,,,
Klyuchevskite,Klyuchevskite,Klyuchevskite,Klyuchevskite,K Cu^2+ Fe^3+ O S^6+,3.60E-05,,NA,,NA,NA,NA,NA,NA,NA,
Izoklakeite,Izoklakeite,Izoklakeite,Kobellite,Pb Cu Fe Sb Bi S,2730,,NA,,NA,NA,NA,NA,NA,NA,
,Nuffieldite,Nuffieldite,Kobellite,Pb Cu Bi Sb S,2730,NA,,,,,,,,,
Kobellite,Kobellite,Kobellite,Kobellite,Pb^2+ Cu^1+ Fe^2+ Bi^3+ Sb^3+ S^2-,2500,,NA,,NA,NA,NA,NA,NA,NA,
,Angelaite,&#193;ngelaite,Kobellite,Cu Ag Pb Bi S,2058,NA,,,,,,,,,
Eclarite,Eclarite,Eclarite,Kobellite,Cu Fe Pb Bi S,1804,,NA,,NA,NA,NA,NA,NA,NA,
,Cobaltkoritnigite,Cobaltkoritnigite,Koritnigite,Co^2+ As^5+ O H,543,NA,,,,,,,,,
,Koritnigite,Koritnigite,Koritnigite,Zn^2+ As^5+ O H,541,NA,,,,,,,,,
,Krautite,Krautite,Koritnigite,Mn^2+ As^5+ O H,270,NA,,,,,,,,,
Kornerupine,Kornerupine,Kornerupine,Kornerupine,Mg Fe^2+ Al Si B O H F,2038,,NA,NA,NA,NA,NA,NA,NA,NA,
,Christelite,Christelite,Ktenasite,Zn^2+ Cu^2+ S^6+ O H,1861,NA,,,,,,,,,
,Gordaite,Gordaite,Ktenasite,Na Zn^2+ S^6+ O H Cl,1861,NA,,,,,,,,,
,Namuwite,Namuwite,Ktenasite,Zn^2+ S^6+ O H,1861,NA,,,,,,,,,
,Schulenbergite,Schulenbergite,Ktenasite,Cu^2+ Zn^2+ S^6+ O H,1703,NA,,,,,,,,,
,Lahnsteinite,Lahnsteinite,Ktenasite,Zn^2+ S^6+ O H,354,NA,,,,,,,,,
,Alloclasite,Alloclasite,Löllingite,Co^3+ As S,3254,NA,,,,,,,,,
,Paracostibite,Paracostibite,Löllingite,Co^3+ Sb S,2800,NA,,,,,,,,,
,Costibite,Costibite,Löllingite,Co^3+ Sb S,2500,NA,,,,,,,,,
Labuntsovite-Fe,Labuntsovite-Fe,Labuntsovite-Fe,Labuntsovite,Na K Fe^2+ Ti^4+ Si O H,500,,NA,NA,NA,NA,NA,NA,NA,NA,
,Labuntsovite-Mn,Labuntsovite-Mn,Labuntsovite,Na K Mn^2+ Ti^4+ O Si H,500,NA,,,,,,,,,
,Gutkovaite-Mn,Gutkovaite-Mn,Labuntsovite,Ca K Mn^2+ Ti^4+ Nb^5+ Si O H,413.6,NA,,,,,,,,,
,Kuzmenkoite-Mn,Kuzmenkoite-Mn,Labuntsovite,K Mn^2+ Ti^4+ Si O H,413.6,NA,,,,,,,,,
,Alsakharovite-Zn,Alsakharovite-Zn,Labuntsovite,Na Sr K Zn^2+ Ti^4+ Nb^5+ Si O H,370,NA,,,,,,,,,
,Lepkhenelmite-Zn,Lepkhenelmite-Zn,Labuntsovite,Ba Zn^2+ Ti^4+ Nb^5+ Si O H,370,NA,,,,,,,,,
Gjerdingenite-Fe,Gjerdingenite-Fe,Gjerdingenite-Fe,Labuntsovite,K Fe^2+ Nb^5+ Ti^4+ Si O H,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Gjerdingenite-Mn,Gjerdingenite-Mn,Labuntsovite,K Mn^2+ Nb^5+ Ti^4+ Si O H,,NA,,,,,,,,,
,Lammerite-O,Lammerite-&#946;,Lammerite-β,Cu^2+ As^5+ O,3.60E-05,NA,,,,,,,,,
,Manganolangbeinite,Manganolangbeinite,Langbeinite,K Mn^2+ S^6+ O,0.4,NA,,,,,,,,,
,Lasalite,Lasalite,Lasalite,Na Mg V^5+ O H,,NA,,,,,,,,,
Laueite,Laueite,Laueite,Laueite,Mn^2+ Fe^3+ P O H,2527,,NA,NA,,NA,NA,NA,NA,NA,
,Mangangordonite,Mangangordonite,Laueite,Mn^2+ Al P O H,2527,NA,,,,,,,,,
Sigloite,Sigloite,Sigloite,Laueite,Fe^3+ Al P O H,1846,,NA,NA,NA,NA,NA,NA,NA,NA,
Paravauxite,Paravauxite,Paravauxite,Laueite,Fe^2+ Al P O H,1795,,NA,NA,NA,NA,NA,NA,NA,NA,
Ushkovite,Ushkovite,Ushkovite,Laueite,Mg Fe^3+ P^5+ O H,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
,Hennomartinite,Hennomartinite,Lawsonite,Sr Mn^3+ Si O H,1054,NA,,,,,,,,,
Bartelkeite,Bartelkeite,Bartelkeite,Lawsonite,Pb^2+ Fe^2+ Ge O H,541,19471,NA,NA,NA,NA,NA,NA,NA,NA,N
Lepidocrocite,Lepidocrocite,Lepidocrocite,Lepidocrocite,Fe^3+ O H,3640,,NA,NA,NA,NA,NA,NA,NA,NA,
,Menchettiite,Menchettiite,Lillianite,Pb^2+ Mn^2+ Ag^1+ Sb^3+ As^3+ S^2-,24.5,NA,,,,,,,,,
,Uchucchacuaite,Uchucchacuaite,Lillianite,Ag^1+ Mn^2+ Pb^2+ Sb^3+ S^2-,24.5,NA,,,,,,,,,
,Linarite,Linarite,Linarite,Pb^2+ Cu^2+ S^6+ O H,4000,NA,,,,,,,,,
,Munakataite,Munakataite,Linarite,Pb^2+ Cu^2+ Se^4+ O S^6+ H,1850,NA,,,,,,,,,
,Schmiederite,Schmiederite,Linarite,Cu^2+ Pb^2+ Se^4+ O Se^6+ H,416,NA,,,,,,,,,
,Lindackerite,Lindackerite,Lindackerite,Cu^2+ As^5+ O H,599,NA,,,,,,,,,
,Hlousekite,Hlousekite,Lindackerite,Ni^2+ Co^2+ Cu^2+ As^5+ O H,270,NA,,,,,,,,,
,Ondrusite,Ondru&#353;ite,Lindackerite,Ca Cu^2+ As^5+ O H,270,NA,,,,,,,,,
,Geigerite,Geigerite,Lindackerite,Mn^2+ As^5+ O H,65,NA,,,,,,,,,
,Klajite,Klajite,Lindackerite,Mn^2+ Cu^2+ As^5+ O H,35.7,NA,,,,,,,,,
Fenaksite,Fenaksite,Fenaksite,Litidionite,K Na Fe^2+ Si O,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
,Manaksite,Manaksite,Litidionite,K Na Mn^2+ Si O,370,NA,,,,,,,,,
Imandrite,Imandrite,Imandrite,Lovozerite-Imandrite,Na Ca Fe^3+ Si O,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
,Kazakovite,Kazakovite,Lovozerite-Zirsinalite–Lovozerite,Na Mn^2+ Ti^4+ Si O,413.6,NA,,,,,,,,,
,Tisinalite,Tisinalite,Lovozerite-Zirsinalite–Lovozerite,Na Mn^2+ Ti^4+ Si O H,413.6,NA,,,,,,,,,
Bonaccordite,Bonaccordite,Bonaccordite,Ludwigite,Ni^2+ Fe^3+ O B,3640,FE_SUB,NA,NA,NA,NA,NI_SUB,NA,NA,NA,N
Ludwigite,Ludwigite,Ludwigite,Ludwigite,Mg Fe^3+ O B,2058,,NA,NA,NA,NA,NA,NA,NA,NA,
Vonsenite,Vonsenite,Vonsenite,Ludwigite,Fe^2+ Fe^3+ O B,2038,,NA,NA,NA,NA,NA,NA,NA,NA,
,Fredrikssonite,Fredrikssonite,Ludwigite,Mg Mn^3+ O B,1898,NA,,,,,,,,,
,Sterryite,Sterryite,Madocite,Cu Ag Pb Sb As S,1925,NA,,,,,,,,,
,Ciriottiite,Ciriottiite,Madocite,Cu^1+ Pb^2+ Sb^3+ As Bi^3+ S^2-,,NA,,,,,,,,,
,Malachite,Malachite,Malachite,Cu^2+ C O H,4000,NA,,,,,,,,,
,Rosasite,Rosasite,Malachite,Cu^2+ Zn^2+ C O H,3350,NA,,,,,,,,,
,Glaukosphaerite,Glaukosphaerite,Malachite,Cu^2+ Ni^2+ C O H,2900,NA,,,,,,,,,
,Mcguinnessite,Mcguinnessite,Malachite,Cu^2+ Mg C O H,2046,NA,,,,,,,,,
Chukanovite,Chukanovite,Chukanovite,Malachite,Fe^2+ C O H,0.008,20153,NA,NA,NA,NA,NA,NA,NA,NA,N
Mandarinoite,Mandarinoite,Mandarinoite,Mandarinoite,Fe^3+ Se^4+ O H,416,,NA,NA,NA,NA,NA,NA,NA,NA,
Marcasite,Marcasite,Marcasite,Marcasite,Fe S,4000,,NA,NA,NA,NA,NA,NA,NA,NA,
,Mathesiusite,Mathesiusite,Mathesiusite,K U^6+ O S^6+ V^5+ H,0,NA,,,,,,,,,
,Medaite,Medaite,Medaite,Mn^2+ V^5+ Si O H,100,NA,,,,,,,,,
Melanterite,Melanterite,Melanterite,Melanterite,Fe^2+ S^6+ O H,3200,,NA,NA,NA,NA,NA,NA,NA,NA,
,Bieberite,Bieberite,Melanterite,Co^2+ S^6+ O H,2700,NA,,,,,,,,,
,Hardystonite,Hardystonite,Melilite,Ca Zn^2+ Si O,1349,NA,,,,,,,,,
Alumoåkermanite,Alumoakermanite,Alumo&#229;kermanite,Melilite,Ca Na Al Mg Fe^2+ Si O,354,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Meneghinite,Meneghinite,Meneghinite,Pb Cu Sb S,3200,NA,,,,,,,,,
,Gladite,Gladite,Meneghinite,Cu Pb Bi S,3026,NA,,,,,,,,,
,Jaskolskiite,Jaskolskiite,Meneghinite,Cu Pb Sb Bi S,2730,NA,,,,,,,,,
,Aikinite,Aikinite,Meneghinite,Cu Pb Bi S,2710,NA,,,,,,,,,
,Krupkaite,Krupkaite,Meneghinite,Pb Cu Bi S,2680,NA,,,,,,,,,
,Pekoite,Pekoite,Meneghinite,Cu Pb Bi S,2680,NA,,,,,,,,,
,Lindstromite,Lindstr&#246;mite,Meneghinite,Pb Cu Bi S,2222.9,NA,,,,,,,,,
,Berryite,Berryite,Meneghinite,Cu Ag Pb Bi S,1851,NA,,,,,,,,,
,Emilite,Emilite,Meneghinite,Cu Pb Bi S,599,NA,,,,,,,,,
,Hammarite,Hammarite,Meneghinite,Cu Pb Bi S,599,NA,,,,,,,,,
,Paarite,Paarite,Meneghinite,Cu Pb Bi S,599,NA,,,,,,,,,
,Salzburgite,Salzburgite,Meneghinite,Cu Pb Bi S,599,NA,,,,,,,,,
Metavoltine,Metavoltine,Metavoltine,Metavoltine,K Na Fe^2+ Fe^3+ O S H,543,,NA,NA,NA,NA,NA,NA,NA,NA,
Siderophyllite,Siderophyllite,Siderophyllite,Mica,K Fe^2+ Al Si O H,2906,,NA,NA,NA,NA,NA,NA,NA,NA,
Tetraferriannite,Tetraferriannite,Tetraferriannite,Mica,K Fe^2+ Si Fe^3+ O H,2600,,NA,NA,NA,NA,NA,NA,NA,NA,
,Hendricksite,Hendricksite,Mica,K Zn^2+ Si Al O H,1850,NA,,,,,,,,,
,Chromphyllite,Chromphyllite,Mica,K Cr^3+ Si Al O H,1750,NA,,,,,,,,,
,Norrishite,Norrishite,Mica,K Li Mn^3+ Si O,1040,NA,,,,,,,,,
,Masutomilite,Masutomilite,Mica,K Li Al Mn^2+ Si O F H,560,NA,,,,,,,,,
Sugilite,Sugilite,Sugilite,Milarite,K Na Fe^3+ Li Si O,2499,,NA,NA,NA,NA,NA,NA,NA,NA,
Osumilite,Osumilite,Osumilite,Milarite,K Fe^2+ Al Si O,2485,,NA,NA,NA,NA,NA,NA,NA,NA,
,Darapiosite,Darapiosite,Milarite,K Na Mn^2+ Li Zn^2+ Si O,359,NA,,,,,,,,,
,Shibkovite,Shibkovite,Milarite,K Ca Zn^2+ Si O,359,NA,,,,,,,,,
Almarudite,Almarudite,Almarudite,Milarite,K Na Mn^2+ Be Si O,0.4,FE_SUB,NA,NA,MN_SUB,NA,NA,NA,NA,NA,N
Chayesite,Chayesite,Chayesite,Milarite,K Mg Fe^3+ Si O,0.4,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Trattnerite,Trattnerite,Trattnerite,Milarite,Fe^3+ Mg Si O,0.4,,NA,NA,NA,NA,NA,NA,NA,NA,
Klöchite,Klochite,Kl&#246;chite,Milarite,Fe^2+ Fe^3+ K Zn^2+ Si O,,,NA,NA,NA,NA,NA,NA,NA,,
Merrihueite,Merrihueite,Merrihueite,Milarite,K Na Fe^2+ Mg Si O,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Millerite,Millerite,Millerite,Ni S,4000,NA,,,,,,,,,
Mikasaite,Mikasaite,Mikasaite,Millosevichite,Fe^3+ S^6+ O,298.9,,NA,NA,NA,NA,NA,NA,NA,NA,
,Anorthominasragrite,Anorthominasragrite,Minasragrite,V^4+ O S H,117,NA,,,,,,,,,
,Minasragrite,Minasragrite,Minasragrite,V^4+ O S H,117,NA,,,,,,,,,
,Orthominasragrite,Orthominasragrite,Minasragrite,V^4+ O S H,117,NA,,,,,,,,,
,Agardite-(Y),Agardite-(Y),Mixite,Cu^2+ Y^3+ As^5+ O H,1861,NA,,,,,,,,,
,Mixite,Mixite,Mixite,Cu^2+ Bi^3+ As^5+ O H,1860,NA,,,,,,,,,
,Agardite-(Ce),Agardite-(Ce),Mixite,Cu^2+ Ce^3+ As^5+ O H,541,NA,,,,,,,,,
,Zalesiite,Z&#225;les&#237;ite,Mixite,Cu^2+ Ca As^5+ O H,419,NA,,,,,,,,,
,Molybdenite,Molybdenite,Molybdenite,Mo^4+ S^2-,4567.61,NA,,,,,,,,,
,Tungstenite,Tungstenite,Molybdenite,W S,2716,NA,,,,,,,,,
,Crocoite,Crocoite,Monazite,Pb^2+ Cr^6+ O,2816,NA,,,,,,,,,
,Murdochite,Murdochite,Murdochite,Cu^2+ Pb^4+ O Cl,3200,NA,,,,,,,,,
Mounanaite,Mounanaite,Mounanaite,Natrochalcite,Pb^2+ Fe^3+ V^5+ O H,1840,,NA,NA,NA,NA,NA,,NA,NA,
Mawbyite,Mawbyite,Mawbyite,Natrochalcite,Pb^2+ Fe^3+ As^5+ O H,1790,,NA,NA,NA,NA,NA,NA,NA,NA,
,Tsumcorite,Tsumcorite,Natrochalcite,Pb^2+ Zn^2+ As^5+ O H,1790,NA,,,,,,,,,
Ferrilotharmeyerite,Ferrilotharmeyerite,Ferrilotharmeyerite,Natrochalcite,Ca Zn^2+ Fe^3+ As^5+ O H,541,,NA,NA,NA,NA,NA,NA,NA,,
,Thometzekite,Thometzekite,Natrochalcite,Pb^2+ Cu^2+ As^5+ O H,541,NA,,,,,,,,,
,Lotharmeyerite,Lotharmeyerite,Natrochalcite,Ca Zn^2+ As^5+ O H,387,NA,,,,,,,,,
,Cobaltlotharmeyerite,Cobaltlotharmeyerite,Natrochalcite,Ca Co^2+ As^5+ O H,327.4,NA,,,,,,,,,
,Cobalttsumcorite,Cobalttsumcorite,Natrochalcite,Pb^2+ Co^2+ As^5+ O H,327.4,NA,,,,,,,,,
,Nickellotharmeyerite,Nickellotharmeyerite,Natrochalcite,Ca Ni^2+ As^5+ O H,327.4,NA,,,,,,,,,
,Nickelschneebergite,Nickelschneebergite,Natrochalcite,Bi^3+ Ni^2+ As^5+ O H,327.4,NA,,,,,,,,,
,Schneebergite,Schneebergite,Natrochalcite,Bi^3+ Co^2+ As^5+ O H,327.4,NA,,,,,,,,,
,Natrochalcite,Natrochalcite,Natrochalcite,Na Cu^2+ S^6+ O H,145,NA,,,,,,,,,
,Manganlotharmeyerite,Manganlotharmeyerite,Natrochalcite,Ca Mn^3+ As^5+ O H,66,NA,,,,,,,,,
,Dolerophanite,Dolerophanite,Natrochalcite,Cu^2+ O S^6+,3.60E-05,NA,,,,,,,,,
,Kaliochalcite,Kaliochalcite,Natrochalcite,K Cu^2+ S^6+ O H,3.60E-05,NA,,,,,,,,,
,Krettnichite,Krettnichite,Natrochalcite,Pb^2+ Mn^3+ V^5+ O H,,NA,,,,,,,,,
Neptunite,Neptunite,Neptunite,Neptunite,K Na Li Fe^2+ Ti^4+ Si O,1420,,NA,NA,NA,NA,NA,NA,NA,NA,
,Manganoneptunite,Manganoneptunite,Neptunite,K Na Li Mn^2+ Ti^4+ Si O,1160,NA,,,,,,,,,
,Watatsumiite,Watatsumiite,Neptunite,K Na Li Mn^2+ V^4+ Si O,122,NA,,,,,,,,,
,Neyite,Neyite,Neyite,Ag Cu Pb Bi S,85.5,NA,,,,,,,,,
,Cuproneyite,Cuproneyite,Neyite,Cu Pb Bi S,80.93,NA,,,,,,,,,
Pyrrhotite,Pyrrhotite,Pyrrhotite,Nickeline,Fe^2+ Fe^3+ S^2-,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
,Jaipurite,Jaipurite,Nickeline,Co S,2100,NA,,,,,,,,,
Ferronigerite-2N1S,Ferronigerite-2N1S,Ferronigerite-2N1S,Nigerite-Ferronigerite,Al Fe^3+ Zn^2+ Sn^4+ O H,2720,FE_SUB,NA,NA,NA,NA,NA,NA,NA,ZN_SUB,N
Ferronigerite-6N6S,Ferronigerite-6N6S,Ferronigerite-6N6S,Nigerite-Ferronigerite,Al Fe^3+ Zn^2+ Sn^4+ O H,1805,FE_SUB,NA,NA,NA,NA,NA,NA,NA,ZN_SUB,N
Kamiokite,Kamiokite,Kamiokite,Nolanite,Fe^2+ Mo^4+ O,4567.61,,NA,NA,NA,,NA,NA,NA,NA,
Nolanite,Nolanite,Nolanite,Nolanite,V^3+ Fe^3+ O H,2680,,NA,NA,NA,NA,NA,,NA,NA,
Ferrihydrite,Ferrihydrite,Ferrihydrite,Nolanite,Fe^3+ O H,2500,,NA,NA,NA,NA,NA,NA,NA,NA,
Rinmanite,Rinmanite,Rinmanite,Nolanite,Mg Fe^3+ Zn^2+ Sb^5+ O H,1800,,NA,NA,NA,NA,NA,NA,NA,,
,Iseite,Iseite,Nolanite,Mn^2+ Mo^4+ O,,NA,,,,,,,,,
,Nordgauite,Nordgauite,Nordgauite,Mn^2+ Al P^5+ O F H,561,NA,,,,,,,,,
,Nordite-(La),Nordite-(La),Nordite,Na Sr^2+ La^3+ Zn^2+ Si O,413.6,NA,,,,,,,,,
Ferronordite-(Ce),Ferronordite-(Ce),Ferronordite-(Ce),Nordite,Na Sr Ce^3+ Fe^2+ Si O,370,,NA,NA,NA,NA,NA,NA,NA,NA,
,Manganonordite-(Ce),Manganonordite-(Ce),Nordite,Na Sr Ce Mn^2+ Si O,370,NA,,,,,,,,,
Ferrotychite,Ferrotychite,Ferrotychite,Northupite,Na Fe^2+ C O S^6+,413.6,,NA,NA,NA,NA,NA,NA,NA,NA,
,Aktashite,Aktashite,Nowackiite,Cu Hg As S,2638,NA,,,,,,,,,
,Nowackiite,Nowackiite,Nowackiite,Cu Zn As S,1022,NA,,,,,,,,,
Hundholmenite-(Y),Hundholmenite-(Y),Hundholmenite-(Y),Okanoganite,Y REE Ca Na Al Fe^3+ As^3+ Si As^5+ B O F,1788,,NA,NA,NA,NA,NA,NA,NA,NA,
Okanoganite-(Y),Okanoganite-(Y),Okanoganite-(Y),Okanoganite,Y^3+ Ce^3+ Ca Na Th^4+ Fe^3+ Ti^4+ Si B P^5+ O H F,50,,NA,NA,NA,NA,NA,NA,NA,NA,
Vicanite-(Ce),Vicanite-(Ce),Vicanite-(Ce),Okanoganite,Ca Ce^3+ La^3+ Th^4+ As^5+ As^3+ Na Fe^3+ Si B O F,1,,NA,NA,NA,NA,NA,NA,NA,NA,
Proshchenkoite-(Y),Proshchenkoite-(Y),Proshchenkoite-(Y),Okanoganite,Y^3+ Ce^3+ Ca Na Mn^2+ Fe^2+ P^5+ Si B O F,,,NA,NA,,NA,NA,NA,NA,NA,
Kirschsteinite,Kirschsteinite,Kirschsteinite,Olivine,Ca Fe^2+ Si O,4568.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Fayalite,Fayalite,Fayalite,Olivine,Fe^2+ Si O,4567.61,,NA,NA,NA,NA,NA,NA,NA,NA,
,Liebenbergite,Liebenbergite,Olivine,Ni^2+ Si O,3640,NA,,,,,,,,,
,Lithiophilite,Lithiophilite,Olivine,Li Mn^2+ P O,2918,NA,,,,,,,,,
,Purpurite,Purpurite,Olivine,Mn^3+ P O,2918,NA,,,,,,,,,
,Sicklerite,Sicklerite,Olivine,Li Mn^2+ P O,2918,NA,,,,,,,,,
Ferrisicklerite,Ferrisicklerite,Ferrisicklerite,Olivine,Li Fe^3+ Mn^2+ P O,2647,,NA,NA,,NA,NA,NA,NA,NA,
Triphylite,Triphylite,Triphylite,Olivine,Li Fe^2+ P O,2647,,NA,NA,NA,NA,NA,NA,NA,NA,
,Tephroite,Tephroite,Olivine,Mn^2+ Si O,2500,NA,,,,,,,,,
Heterosite,Heterosite,Heterosite,Olivine,Fe^3+ P O,2278,,NA,NA,NA,NA,NA,NA,NA,NA,
,Natrophilite,Natrophilite,Olivine,Na Mn^2+ P O,1760,NA,,,,,,,,,
,Glaucochroite,Glaucochroite,Olivine,Ca Mn^2+ Si O,1349,NA,,,,,,,,,
,Mariinskite,Mariinskite,Olivine,Cr^3+ Be O,250,NA,,,,,,,,,
Karenwebberite,Karenwebberite,Karenwebberite,Olivine,Na Fe^2+ P O,215,,NA,NA,NA,NA,NA,NA,NA,NA,
Simferite,Simferite,Simferite,Olivine-Sarcopside,Li Mg Fe^3+ Mn^3+ P O,2240,,NA,NA,,NA,NA,NA,NA,NA,
Sarcopside,Sarcopside,Sarcopside,Olivine-Sarcopside,Fe^2+ P O,1925,,NA,NA,NA,NA,NA,NA,NA,NA,
,Xanthiosite,Xanthiosite,Olivine-Sarcopside,Ni^2+ As^5+ O,200,NA,,,,,,,,,
,Zavaliaite,Zaval&#237;aite,Olivine-Sarcopside,Mn^2+ P O,,NA,,,,,,,,,
Segelerite,Segelerite,Segelerite,Overite,Ca Mg Fe^3+ P O H,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
,Gurimite,Gurimite,Palmierite,Ba V^5+ O,16,NA,,,,,,,,,
